vehicle_id,manufacturer,vehicle_type,engine_cc,horsepower,fuel_type,transmission,mileage_kmpl,vehicle_age_years,annual_maintenance_cost,resale_price
4209,BMW,SUV,1321,297,Hybrid,Automatic,12.35,0,2527.84,62800.33
4210,Mercedes,SUV,3900,190,Petrol,Automatic,13.05,7,4523.59,49447.02
4211,Toyota,Sedan,2127,152,Diesel,Automatic,19.78,4,4047.93,38689.89
4212,Toyota,Electric,1793,150,Diesel,Automatic,19.94,13,4536.91,30492.58
4213,Tesla,SUV,3312,192,Diesel,Manual,15.41,10,1306.96,44351.38
4214,BMW,Truck,2325,182,Diesel,Manual,11.56,11,3440.31,37723.78
4215,Ford,Truck,2269,499,Electric,Automatic,33.51,5,3770.78,77641.5
4216,Mercedes,Electric,3475,474,Electric,Automatic,11.55,0,3789.35,88182.08
4217,Honda,SUV,2313,401,Petrol,Manual,17.47,1,2668.8,75737.51
4218,BMW,Truck,1580,478,Hybrid,Manual,16.23,6,352.88,78922.7
4219,Honda,SUV,2251,177,Diesel,Manual,31.39,1,1528.72,49909.23
4220,BMW,SUV,1358,257,Diesel,Automatic,19.07,4,1819.51,48828.92
4221,Ford,Truck,3807,341,Electric,Manual,11.35,10,4304.57,65695.27
4222,Ford,Sedan,2938,433,Electric,Manual,8.28,8,4252.16,70148.65
4223,Tesla,Truck,2837,60,Diesel,Manual,27.49,4,792.0,33182.48
4224,Tesla,Electric,3924,270,Hybrid,Automatic,27.29,11,4764.23,52145.9
4225,Ford,Hatchback,2553,322,Petrol,Manual,19.28,2,1157.55,65753.93
4226,Hyundai,Truck,1659,479,Petrol,Automatic,11.41,10,2247.49,68933.44
4227,Ford,SUV,2412,391,Petrol,Manual,18.03,12,1311.24,64984.19
4228,Toyota,SUV,1355,271,Petrol,Manual,23.93,5,4343.56,49724.96
4229,Toyota,Truck,955,146,Hybrid,Automatic,27.01,6,3822.19,36433.53
4230,Hyundai,Hatchback,2849,212,Hybrid,Manual,10.11,9,1961.59,47005.22
4231,Mercedes,Truck,2180,409,Hybrid,Manual,23.02,13,3504.83,65076.24
4232,Honda,Hatchback,1624,246,Electric,Manual,15.46,10,1166.52,45534.8
4233,BMW,Hatchback,2392,120,Diesel,Automatic,24.67,9,2096.8,29974.52
4234,BMW,Electric,3649,344,Hybrid,Automatic,25.5,10,2072.41,67697.99
4235,Hyundai,SUV,3830,154,Petrol,Automatic,32.59,7,1418.3,43280.17
4236,Toyota,SUV,1881,333,Hybrid,Manual,19.08,14,4418.67,52605.66
4237,Tesla,Hatchback,2003,100,Diesel,Automatic,22.51,2,3490.57,40363.52
4238,BMW,SUV,1292,206,Electric,Manual,15.24,10,1615.71,36929.18
4239,Toyota,Sedan,1468,305,Petrol,Manual,15.74,3,1437.97,58161.55
4240,Mercedes,Hatchback,3906,191,Electric,Manual,9.24,9,384.38,47047.28
4241,Honda,SUV,874,356,Hybrid,Manual,15.72,3,1928.94,61946.75
4242,Mercedes,Sedan,3791,182,Petrol,Manual,9.72,1,2775.83,53132.76
4243,Hyundai,Electric,1170,202,Petrol,Manual,34.03,14,1605.24,33406.08
4244,Ford,SUV,1386,241,Hybrid,Manual,24.86,6,3592.15,47473.42
4245,Ford,Sedan,1128,251,Hybrid,Manual,12.68,11,2235.22,43997.8
4246,Ford,Truck,1389,458,Diesel,Automatic,11.15,3,1786.69,80528.05
4247,Mercedes,Truck,2590,266,Hybrid,Automatic,17.99,3,4713.57,61958.6
4248,BMW,Sedan,1576,493,Hybrid,Manual,16.31,14,1535.16,71796.5
4249,Honda,Hatchback,2822,290,Hybrid,Automatic,15.54,14,2171.81,54263.71
4250,Ford,Hatchback,3151,81,Petrol,Automatic,20.64,12,2096.77,26197.75
4251,Hyundai,SUV,1378,461,Diesel,Automatic,32.65,11,1433.63,76307.95
4252,Hyundai,Truck,1020,139,Petrol,Manual,23.34,7,1322.14,32705.85
4253,Ford,Hatchback,3826,189,Hybrid,Automatic,22.07,5,1721.19,49559.5
4254,Ford,Hatchback,1987,351,Diesel,Manual,29.78,5,4361.91,65177.13
4255,Honda,Truck,2303,335,Hybrid,Automatic,8.11,10,3905.29,60666.6
4256,Ford,Electric,3222,459,Petrol,Automatic,13.33,8,3500.7,77031.67
4257,Honda,Hatchback,2507,382,Petrol,Automatic,21.4,3,2448.38,64636.4
4258,Hyundai,Sedan,2545,435,Hybrid,Manual,27.04,8,2686.44,74602.59
4259,Ford,SUV,987,473,Diesel,Manual,21.1,0,1555.55,76990.72
4260,Mercedes,Hatchback,2014,114,Petrol,Manual,12.42,10,649.28,33044.62
4261,Tesla,Hatchback,1909,125,Hybrid,Manual,33.11,8,1855.89,35783.93
4262,Mercedes,Electric,3321,286,Electric,Manual,16.87,14,2629.24,52260.74
4263,Hyundai,Sedan,1643,85,Hybrid,Manual,29.28,0,569.37,37841.92
4264,Honda,SUV,1330,312,Hybrid,Manual,32.07,14,714.7,47359.07
4265,Mercedes,Hatchback,1870,256,Diesel,Manual,17.35,6,1536.22,55054.29
4266,Honda,SUV,3936,189,Hybrid,Manual,30.82,5,2025.28,50476.8
4267,Mercedes,Truck,1762,302,Electric,Automatic,27.19,6,2148.59,55570.03
4268,Mercedes,Hatchback,3322,371,Hybrid,Automatic,32.42,8,854.06,70709.81
4269,Honda,Hatchback,1969,271,Electric,Manual,14.79,9,1361.36,48331.44
4270,BMW,Truck,3793,249,Petrol,Automatic,33.14,3,1529.74,52244.71
4271,Mercedes,Electric,2205,349,Hybrid,Automatic,9.76,11,617.88,54852.01
4272,Ford,Hatchback,3937,285,Diesel,Manual,29.43,8,1832.67,63116.24
4273,Tesla,SUV,1316,305,Hybrid,Manual,19.76,2,639.44,59497.88
4274,Hyundai,Sedan,3964,115,Electric,Automatic,12.8,9,3606.25,38102.43
4275,BMW,SUV,2688,114,Electric,Manual,10.14,10,2114.42,35476.23
4276,Honda,Electric,3273,335,Diesel,Automatic,18.52,10,1835.74,61905.68
4277,BMW,Sedan,2291,365,Electric,Manual,18.51,8,894.65,62647.44
4278,Toyota,SUV,1917,468,Hybrid,Automatic,14.21,12,1364.57,69795.14
4279,Toyota,SUV,932,399,Electric,Manual,13.82,0,1393.71,67149.72
4280,Mercedes,Truck,1113,212,Hybrid,Automatic,18.79,13,4930.46,33878.15
4281,Mercedes,Electric,1390,112,Hybrid,Automatic,19.07,4,4226.14,34534.13
4282,Ford,Truck,2343,457,Electric,Automatic,19.94,14,371.73,68801.9
4283,Tesla,Sedan,3856,170,Diesel,Automatic,31.46,9,3199.13,45332.21
4284,Hyundai,Truck,3006,486,Petrol,Manual,24.5,4,1502.78,83480.69
4285,BMW,Electric,3508,263,Diesel,Automatic,8.55,0,790.57,58892.04
4286,Toyota,Hatchback,2685,171,Petrol,Manual,22.02,0,3616.32,49311.83
4287,Mercedes,Hatchback,2426,384,Diesel,Automatic,28.59,2,918.55,72114.82
4288,Hyundai,Sedan,1547,317,Hybrid,Manual,9.52,8,2385.58,55532.79
4289,BMW,Hatchback,2297,497,Hybrid,Automatic,19.41,6,3271.18,81602.7
4290,Mercedes,Truck,1600,75,Electric,Manual,20.18,5,2906.13,35197.08
4291,Mercedes,Sedan,3257,498,Petrol,Automatic,33.76,8,4894.86,78755.46
4292,Toyota,Electric,2297,409,Petrol,Automatic,20.84,3,3992.99,70399.41
4293,Toyota,Sedan,2179,486,Electric,Manual,28.25,3,3938.71,77051.36
4294,Mercedes,Sedan,1479,225,Diesel,Automatic,16.18,2,1971.3,49914.68
4295,Honda,SUV,2961,360,Electric,Automatic,29.04,4,339.46,62675.06
4296,Mercedes,SUV,1696,441,Diesel,Automatic,16.71,4,3751.73,75080.51
4297,Hyundai,Sedan,2346,494,Electric,Automatic,19.61,11,4998.74,76249.45
4298,Mercedes,Hatchback,3926,485,Petrol,Manual,20.95,13,2207.63,76556.42
4299,Ford,SUV,2593,339,Petrol,Automatic,33.01,9,4931.94,61774.67
4300,Tesla,Electric,2912,430,Diesel,Manual,9.44,6,966.03,75825.78
4301,Ford,Truck,1483,217,Petrol,Manual,13.32,6,1693.61,49904.29
4302,Ford,SUV,2095,480,Petrol,Manual,27.06,14,1102.42,73124.15
4303,Honda,Sedan,2485,308,Petrol,Manual,23.59,5,2533.33,59725.6
4304,Honda,Hatchback,2185,438,Petrol,Automatic,14.79,3,4045.81,69571.07
4305,Mercedes,Truck,2993,240,Hybrid,Automatic,15.81,6,1901.11,55167.91
4306,Ford,SUV,1742,250,Electric,Manual,17.92,13,4559.28,46339.03
4307,Honda,Hatchback,2109,198,Electric,Automatic,20.16,1,2860.7,53157.91
4308,Toyota,Hatchback,1833,137,Hybrid,Automatic,30.09,12,2487.49,24275.76
4309,Mercedes,Hatchback,3586,466,Petrol,Manual,8.37,11,3999.07,77393.25
4310,Hyundai,Sedan,3033,432,Electric,Manual,32.25,8,776.78,75714.62
4311,Tesla,Electric,2420,395,Electric,Manual,19.15,6,3936.64,72864.69
4312,BMW,Hatchback,3682,109,Electric,Automatic,14.22,1,1441.87,45031.69
4313,Mercedes,Truck,1608,144,Diesel,Manual,21.73,9,1619.82,34185.7
4314,BMW,SUV,970,242,Hybrid,Manual,25.81,1,3117.43,47994.94
4315,Ford,Truck,3060,242,Diesel,Automatic,9.21,12,4539.09,47068.76
4316,Tesla,Sedan,2353,63,Diesel,Automatic,27.33,5,3018.51,31285.47
4317,BMW,Sedan,2395,497,Hybrid,Automatic,28.54,10,3350.06,80173.52
4318,Ford,Truck,2423,376,Electric,Automatic,12.49,6,3949.99,62230.28
4319,Toyota,Electric,826,170,Diesel,Automatic,12.53,8,1518.83,36564.35
4320,BMW,Sedan,1813,393,Electric,Automatic,13.5,14,4188.0,55580.64
4321,Tesla,Sedan,1891,398,Diesel,Automatic,29.51,3,2264.41,71530.64
4322,Mercedes,Truck,3637,310,Electric,Automatic,15.34,7,1125.58,58368.81
4323,Ford,Sedan,1207,192,Petrol,Manual,29.49,13,1945.55,30631.98
4324,Mercedes,Electric,1932,159,Petrol,Automatic,22.59,9,1456.82,42207.43
4325,Tesla,Electric,873,461,Petrol,Manual,28.71,14,1374.95,61192.54
4326,Honda,Electric,3425,231,Hybrid,Automatic,22.95,12,1628.05,45284.95
4327,Ford,SUV,1479,346,Petrol,Automatic,17.07,1,1150.37,64995.89
4328,BMW,Electric,2191,178,Diesel,Manual,32.59,5,3438.2,37185.8
4329,Ford,Electric,3633,409,Electric,Automatic,27.31,3,3025.96,79635.2
4330,Mercedes,SUV,1648,464,Electric,Manual,21.07,7,3347.68,72221.83
4331,Toyota,Hatchback,1669,234,Electric,Automatic,25.21,8,1915.51,42826.49
4332,Ford,Sedan,1036,89,Electric,Manual,24.63,1,3917.75,35661.17
4333,BMW,Electric,3574,114,Diesel,Manual,17.67,6,909.16,34994.39
4334,Honda,Sedan,3225,420,Electric,Automatic,19.44,6,2984.34,76017.91
4335,Hyundai,Truck,3508,255,Diesel,Manual,16.59,7,1594.63,54894.66
4336,Toyota,Sedan,3677,100,Diesel,Manual,34.99,12,2779.77,32402.87
4337,Honda,SUV,1705,232,Electric,Automatic,23.66,4,1821.09,49185.82
4338,Ford,Sedan,3223,389,Electric,Automatic,10.49,10,4015.41,67734.83
4339,Mercedes,Sedan,1418,278,Electric,Manual,22.02,12,4488.98,39982.69
4340,Tesla,Sedan,3500,267,Diesel,Automatic,9.35,2,3790.13,58117.29
4341,Mercedes,Hatchback,3947,217,Hybrid,Manual,15.79,0,1125.24,55141.23
4342,BMW,Hatchback,1832,392,Diesel,Manual,20.04,3,1591.87,73158.54
4343,Mercedes,Truck,3043,287,Hybrid,Manual,22.43,2,4620.98,62244.87
4344,Toyota,SUV,3654,144,Electric,Automatic,34.36,1,2354.93,47376.04
4345,Mercedes,Sedan,3740,232,Diesel,Automatic,34.52,5,4723.55,60126.91
4346,BMW,Sedan,2113,304,Electric,Manual,10.65,6,2144.52,51345.59
4347,Hyundai,Sedan,3932,419,Hybrid,Manual,22.53,9,4773.34,78219.45
4348,Ford,Sedan,3784,232,Hybrid,Manual,30.06,6,4650.97,53827.38
4349,Tesla,Hatchback,1646,394,Diesel,Automatic,14.42,11,3404.48,60052.49
4350,Ford,Truck,3665,271,Diesel,Manual,28.27,7,341.49,55612.18
4351,Mercedes,Electric,2723,143,Diesel,Automatic,31.72,12,2181.57,33034.52
4352,Honda,SUV,3411,232,Diesel,Manual,25.89,13,4582.81,50873.23
4353,Ford,Sedan,1433,242,Petrol,Manual,16.85,1,4460.02,53156.57
4354,Hyundai,Truck,3526,192,Petrol,Manual,32.92,13,1180.72,43977.38
4355,Mercedes,Electric,1817,439,Electric,Manual,31.86,10,2176.16,66904.51
4356,Tesla,Truck,807,347,Hybrid,Automatic,27.33,11,4226.9,54494.52
4357,BMW,Hatchback,2192,321,Hybrid,Automatic,17.82,9,3016.03,59723.88
4358,Hyundai,Electric,1868,409,Electric,Automatic,29.38,12,4282.31,67262.49
4359,Mercedes,Truck,3191,341,Electric,Automatic,16.53,5,4184.87,61973.74
4360,Hyundai,Hatchback,2580,352,Electric,Automatic,14.83,12,4565.17,61605.72
4361,Ford,Truck,3643,328,Petrol,Manual,21.91,5,850.94,65351.41
4362,Tesla,Truck,2442,408,Electric,Automatic,34.92,9,982.51,69282.12
4363,BMW,Electric,3898,256,Hybrid,Automatic,29.72,11,689.2,50929.99
4364,Mercedes,Hatchback,2016,84,Electric,Automatic,27.7,0,4695.76,40705.44
4365,Toyota,Sedan,1648,200,Diesel,Automatic,20.2,1,2533.26,48824.54
4366,BMW,SUV,2180,282,Hybrid,Manual,16.42,12,602.33,47815.99
4367,Toyota,Electric,861,79,Hybrid,Manual,31.11,8,1811.19,23396.23
4368,Hyundai,Hatchback,1885,306,Hybrid,Manual,23.33,7,1951.64,58653.23
4369,Honda,Truck,3269,387,Petrol,Automatic,29.96,11,4104.93,68511.58
4370,BMW,Hatchback,2617,260,Petrol,Manual,21.17,12,3756.74,48492.71
4371,Hyundai,SUV,1432,464,Hybrid,Manual,28.36,3,3540.12,76115.55
4372,Toyota,SUV,1591,174,Diesel,Automatic,31.43,5,402.76,44018.38
4373,Ford,Sedan,3398,442,Hybrid,Automatic,18.57,1,4580.27,80755.5
4374,Ford,Sedan,2100,248,Petrol,Automatic,8.37,11,1313.11,44430.61
4375,Honda,SUV,3453,85,Diesel,Manual,14.88,4,3256.59,44537.25
4376,BMW,Electric,2254,113,Hybrid,Automatic,32.7,1,590.55,40558.11
4377,BMW,Electric,1938,229,Petrol,Manual,26.56,14,683.17,40447.34
4378,BMW,Truck,2511,454,Diesel,Manual,27.9,12,345.01,69880.0
4379,Hyundai,Sedan,3992,480,Electric,Manual,16.78,4,2959.86,85345.2
4380,Tesla,Truck,1324,440,Electric,Manual,26.93,6,3258.08,75115.59
4381,Tesla,Sedan,2820,70,Hybrid,Manual,25.45,6,537.17,33945.74
4382,Honda,SUV,1698,86,Electric,Automatic,12.82,8,1665.28,26267.21
4383,BMW,Electric,3010,409,Petrol,Manual,34.15,2,4301.84,75319.87
4384,Hyundai,Electric,1586,142,Diesel,Manual,17.56,11,776.15,27951.69
4385,Ford,SUV,3757,349,Hybrid,Manual,16.89,3,1317.77,71240.56
4386,Toyota,Truck,3829,97,Diesel,Manual,17.97,8,2294.64,24023.87
4387,Hyundai,Truck,2160,146,Diesel,Manual,10.48,13,4258.69,27676.78
4388,Tesla,Hatchback,3226,496,Diesel,Automatic,24.87,7,1497.79,83174.9
4389,Tesla,Sedan,972,380,Petrol,Manual,14.44,11,4986.54,50742.27
4390,Ford,Truck,1799,446,Hybrid,Manual,29.69,6,1969.73,80369.56
4391,Ford,SUV,2610,215,Electric,Manual,18.64,7,2116.31,44670.01
4392,Toyota,Truck,863,457,Diesel,Manual,20.38,8,873.9,71680.38
4393,Ford,Electric,3972,367,Diesel,Automatic,25.45,11,3496.93,69859.35
4394,Honda,Sedan,2145,345,Diesel,Manual,28.57,3,1444.29,65940.68
4395,Toyota,Hatchback,1774,245,Petrol,Manual,14.24,4,3255.68,51106.65
4396,Ford,Sedan,865,241,Electric,Manual,34.09,8,1348.84,42611.68
4397,Mercedes,Electric,2666,428,Diesel,Manual,24.8,6,2123.0,70003.78
4398,Hyundai,Electric,2422,202,Petrol,Automatic,8.15,13,4326.36,38379.16
4399,Ford,Electric,1257,481,Petrol,Automatic,19.22,3,3772.86,79100.09
4400,Honda,Electric,2402,265,Diesel,Automatic,19.79,5,1026.58,54428.17
4401,BMW,SUV,3300,201,Diesel,Manual,29.85,10,3156.23,42155.22
4402,Ford,Hatchback,2757,244,Petrol,Automatic,16.24,0,3254.61,60741.33
4403,Tesla,Electric,2540,300,Petrol,Automatic,16.94,0,725.67,59328.32
4404,Tesla,Electric,2249,67,Diesel,Automatic,9.9,8,2489.29,29371.73
4405,Tesla,Truck,3826,131,Petrol,Automatic,15.66,14,1525.14,37150.11
4406,BMW,Hatchback,2759,462,Petrol,Automatic,27.36,7,2495.51,78131.06
4407,Tesla,Sedan,3025,347,Diesel,Manual,25.14,14,3952.23,63106.66
4408,Mercedes,Hatchback,2754,154,Diesel,Automatic,10.2,12,1043.82,37158.72
4409,Ford,Hatchback,1079,216,Hybrid,Automatic,11.1,0,879.53,53293.3
4410,Tesla,Hatchback,3191,100,Electric,Automatic,18.18,12,1565.79,22772.48
4411,Toyota,Electric,1840,390,Diesel,Manual,28.08,14,4775.69,62533.82
4412,BMW,Electric,3143,360,Diesel,Manual,30.49,10,3814.77,65386.03
4413,Mercedes,SUV,3049,328,Diesel,Automatic,8.39,1,391.44,69211.57
4414,Toyota,Sedan,1761,214,Electric,Manual,16.88,12,2184.72,42014.55
4415,Toyota,Truck,3531,334,Hybrid,Manual,19.46,3,1509.77,66529.65
4416,Toyota,Hatchback,2742,213,Petrol,Automatic,32.6,0,3299.28,56062.63
4417,Toyota,Sedan,2017,112,Electric,Manual,21.54,1,2458.67,43935.15
4418,Ford,Sedan,1174,238,Diesel,Automatic,15.28,4,4833.14,42848.53
4419,Tesla,SUV,2711,480,Diesel,Automatic,18.53,7,1329.2,83002.83
4420,Hyundai,Truck,834,299,Hybrid,Automatic,19.78,5,3062.93,53495.55
4421,Ford,Hatchback,2192,196,Hybrid,Manual,26.09,14,3590.99,35517.29
4422,Ford,Truck,2876,314,Hybrid,Automatic,9.11,5,4180.15,58176.32
4423,Mercedes,SUV,1574,283,Petrol,Automatic,18.52,3,2212.76,57121.49
4424,Mercedes,Electric,1020,239,Electric,Manual,25.46,1,3528.53,55587.66
4425,Tesla,Sedan,2900,241,Electric,Automatic,15.65,2,1725.05,54653.22
4426,Hyundai,Hatchback,3638,318,Hybrid,Manual,23.98,12,2346.74,60274.05
4427,Mercedes,Electric,2923,302,Petrol,Manual,17.65,5,4509.45,60477.52
4428,Tesla,SUV,1293,155,Electric,Automatic,28.49,5,4764.57,33048.57
4429,Tesla,Truck,2511,256,Diesel,Manual,9.64,4,3678.44,54114.98
4430,Honda,Sedan,2964,451,Diesel,Automatic,32.78,5,2059.45,76517.93
4431,Hyundai,Hatchback,1079,73,Diesel,Manual,12.63,10,4154.27,19956.57
4432,Mercedes,Electric,1545,179,Electric,Manual,12.28,5,421.58,40324.01
4433,Hyundai,Electric,3796,446,Hybrid,Manual,30.7,12,782.91,73152.95
4434,Ford,Sedan,3611,467,Diesel,Manual,31.47,0,3408.46,89892.69
4435,Ford,Truck,3142,328,Hybrid,Automatic,10.51,5,1668.87,64356.73
4436,Hyundai,SUV,3865,230,Petrol,Automatic,32.54,4,4771.52,51380.47
4437,Honda,Truck,2274,472,Diesel,Manual,15.38,7,2349.48,80781.74
4438,Honda,Truck,2657,131,Petrol,Automatic,24.7,8,2318.01,37646.33
4439,Hyundai,Truck,2341,238,Hybrid,Automatic,9.85,13,3486.97,44725.75
4440,Mercedes,Sedan,3892,229,Electric,Automatic,18.28,5,3907.57,57276.58
4441,BMW,Sedan,1896,218,Hybrid,Automatic,20.17,12,2535.13,40983.19
4442,Honda,SUV,3689,213,Diesel,Automatic,24.2,11,1305.8,45117.79
4443,Toyota,Truck,1859,461,Diesel,Automatic,22.18,11,3934.55,72036.72
4444,Ford,Sedan,2722,141,Hybrid,Automatic,20.46,9,1805.65,38854.79
4445,Hyundai,SUV,2805,116,Diesel,Manual,33.91,3,1123.02,40779.28
4446,Toyota,SUV,1296,66,Diesel,Automatic,13.0,2,3268.71,32441.06
4447,Hyundai,Truck,3053,171,Petrol,Manual,12.27,9,725.13,41880.36
4448,Tesla,Hatchback,3273,107,Electric,Manual,27.26,11,4865.36,29772.24
4449,Ford,Truck,843,139,Hybrid,Manual,10.01,0,3272.27,37321.48
4450,Ford,Hatchback,3962,434,Petrol,Automatic,21.04,6,4933.71,82683.82
4451,Honda,SUV,2651,435,Diesel,Automatic,21.07,4,1892.8,76651.2
4452,Honda,Sedan,3452,375,Petrol,Manual,16.37,3,4864.66,69273.49
4453,Toyota,Electric,1253,92,Electric,Manual,33.12,8,984.14,23933.44
4454,Tesla,SUV,1394,174,Hybrid,Automatic,15.63,6,491.27,35645.14
4455,Hyundai,Sedan,2156,443,Electric,Automatic,15.79,9,455.03,73999.56
4456,Tesla,SUV,1306,62,Electric,Automatic,14.33,12,2484.89,21487.29
4457,Ford,Truck,1593,63,Petrol,Manual,11.94,7,690.12,31573.2
4458,Toyota,Hatchback,820,415,Petrol,Manual,17.83,3,2707.19,71288.43
4459,BMW,SUV,2199,319,Electric,Automatic,26.38,9,1839.25,58685.88
4460,Toyota,Sedan,3467,101,Diesel,Automatic,28.04,11,1877.46,38590.54
4461,Mercedes,Truck,3261,68,Hybrid,Manual,29.96,9,3287.36,26936.62
4462,Toyota,Electric,1894,366,Diesel,Automatic,13.33,7,1066.56,58801.33
4463,Tesla,Truck,2227,204,Diesel,Automatic,8.96,3,3902.8,50119.67
4464,Mercedes,Hatchback,2385,460,Hybrid,Manual,34.32,14,3035.55,69022.81
4465,Mercedes,Truck,2614,156,Petrol,Manual,8.39,0,4600.24,47454.62
4466,Mercedes,Electric,2220,335,Diesel,Manual,33.94,10,2014.75,61534.29
4467,BMW,Sedan,1136,201,Petrol,Manual,30.38,14,4918.76,37212.68
4468,Toyota,SUV,2467,337,Hybrid,Automatic,32.63,7,3006.39,66090.57
4469,Tesla,Hatchback,1709,495,Diesel,Manual,18.45,0,4874.99,81802.76
4470,Toyota,Electric,1075,86,Petrol,Automatic,13.32,12,427.19,25437.12
4471,BMW,Hatchback,1691,102,Petrol,Automatic,24.37,11,3721.49,25095.5
4472,Ford,Truck,812,190,Diesel,Automatic,28.01,2,4138.12,48442.8
4473,Honda,Hatchback,1826,275,Hybrid,Manual,11.53,6,549.91,54422.37
4474,Tesla,Electric,3825,153,Electric,Manual,29.54,2,3021.16,49555.63
4475,Tesla,SUV,1773,67,Petrol,Automatic,13.63,12,4069.13,20812.98
4476,Toyota,SUV,974,145,Hybrid,Automatic,21.28,7,2936.88,32427.88
4477,Honda,Hatchback,2208,404,Diesel,Manual,31.13,4,599.92,72719.86
4478,Hyundai,Sedan,2425,197,Petrol,Automatic,13.22,2,3559.2,54359.79
4479,Hyundai,Hatchback,2743,428,Petrol,Automatic,14.53,4,584.81,80736.15
4480,BMW,Truck,3088,472,Petrol,Automatic,9.69,4,4142.1,83379.44
4481,Hyundai,SUV,1346,483,Hybrid,Automatic,11.96,7,502.26,74434.09
4482,Tesla,SUV,2861,305,Petrol,Automatic,11.96,11,945.77,57001.73
4483,Hyundai,SUV,2018,80,Petrol,Automatic,13.49,8,1593.01,32217.39
4484,Ford,Sedan,2220,467,Diesel,Automatic,15.73,5,3276.81,78835.4
4485,Ford,Sedan,2254,469,Petrol,Automatic,30.0,9,4888.89,73780.16
4486,Ford,Electric,3572,324,Hybrid,Manual,32.73,2,853.77,69833.38
4487,Hyundai,Hatchback,2233,207,Diesel,Manual,18.97,1,970.73,49919.96
4488,BMW,Hatchback,802,243,Electric,Automatic,11.46,10,2033.69,41500.67
4489,Mercedes,Truck,3538,286,Diesel,Automatic,14.04,2,4230.23,62965.57
4490,Mercedes,SUV,2642,351,Petrol,Manual,27.88,8,2495.99,64845.81
4491,Honda,Sedan,1546,95,Electric,Manual,26.29,6,1811.57,29970.4
4492,Mercedes,Truck,3616,305,Diesel,Manual,34.11,14,2937.66,54736.36
4493,Mercedes,Truck,1671,132,Petrol,Automatic,8.39,10,1524.46,32283.37
4494,Ford,Sedan,1294,209,Diesel,Manual,28.27,10,2185.45,38816.56
4495,Ford,Hatchback,3264,60,Hybrid,Manual,21.66,8,1863.24,34440.66
4496,Hyundai,SUV,2214,128,Petrol,Automatic,32.37,12,4079.46,36730.73
4497,Honda,Hatchback,1427,352,Hybrid,Manual,23.56,14,4644.0,53012.58
4498,Toyota,Truck,1875,289,Petrol,Automatic,20.06,5,3869.99,53412.18
4499,Tesla,SUV,3868,270,Hybrid,Manual,25.98,7,2363.69,56312.02
4500,Honda,Electric,941,131,Electric,Manual,30.51,9,2670.37,31780.46
4501,Honda,Truck,3957,422,Hybrid,Manual,15.63,10,887.85,73253.0
4502,BMW,Hatchback,2287,155,Diesel,Manual,10.9,8,3810.26,34424.58
4503,Hyundai,Hatchback,845,456,Petrol,Manual,19.69,2,3103.44,74987.56
4504,BMW,Hatchback,3691,143,Diesel,Automatic,13.79,6,4541.47,44054.18
4505,Honda,Sedan,3856,287,Hybrid,Automatic,19.6,8,1242.87,61761.91
4506,Honda,Truck,2857,358,Petrol,Manual,34.76,1,3870.71,75901.73
4507,Honda,SUV,1463,295,Hybrid,Automatic,23.5,11,3517.96,48544.73
4508,Mercedes,Hatchback,1372,352,Electric,Manual,26.73,6,1549.47,59085.71
4509,Tesla,Hatchback,2829,281,Electric,Manual,26.3,4,3436.68,57855.38
4510,Tesla,Sedan,2353,282,Electric,Manual,30.16,7,4644.55,51762.33
4511,BMW,SUV,2421,340,Hybrid,Manual,33.49,3,4616.65,63262.26
4512,Honda,Truck,3496,280,Hybrid,Manual,25.79,0,3682.24,62005.15
4513,Tesla,Electric,1712,275,Electric,Automatic,20.85,10,525.94,50116.71
4514,Ford,Sedan,1439,290,Hybrid,Automatic,16.58,12,4399.64,45818.44
4515,Tesla,Truck,3463,464,Diesel,Automatic,17.73,14,3391.56,75943.09
4516,Hyundai,Electric,3545,228,Hybrid,Automatic,17.03,9,1759.04,53342.39
4517,Hyundai,Hatchback,1708,388,Diesel,Manual,16.76,7,1180.08,62006.47
4518,Tesla,Hatchback,3025,485,Electric,Automatic,26.75,14,846.16,70760.13
4519,Ford,SUV,1668,101,Hybrid,Manual,23.87,5,536.11,31016.12
4520,Hyundai,Electric,1829,317,Electric,Manual,13.45,12,3844.29,51523.02
4521,Mercedes,Hatchback,1652,255,Petrol,Automatic,34.18,7,1408.46,53054.19
4522,Tesla,Hatchback,1106,451,Hybrid,Automatic,19.55,2,413.99,75486.99
4523,Mercedes,SUV,3395,155,Hybrid,Manual,23.28,7,2167.17,43744.13
4524,Tesla,Truck,3174,376,Electric,Manual,26.97,7,2568.25,69595.6
4525,Toyota,Hatchback,2616,73,Electric,Manual,24.57,11,1095.38,24066.24
4526,Toyota,Sedan,1194,172,Electric,Automatic,16.4,0,507.03,43469.91
4527,Toyota,Sedan,3147,136,Petrol,Manual,29.54,3,1188.89,43022.6
4528,Hyundai,Truck,1548,336,Petrol,Manual,10.97,6,3491.78,60696.76
4529,Mercedes,Electric,3132,467,Electric,Manual,23.36,12,686.55,70333.23
4530,Mercedes,SUV,1129,493,Hybrid,Manual,15.38,13,2908.67,69063.24
4531,Mercedes,Sedan,2897,488,Hybrid,Automatic,24.63,10,988.14,78285.53
4532,Ford,Sedan,2831,379,Electric,Automatic,13.89,0,1219.74,72654.14
4533,Mercedes,Truck,1572,469,Diesel,Manual,28.85,2,2147.47,74989.48
